sentence	sentence_tagged	regulator	regulated	span_regulator_regulated	label
Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the melR promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the @Regulated$ promoter To investigate the effects of altering the spacing between @TF$ - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	MelR	melR	[[226, 230], [153, 157]]	no_relation
As the DNA binding site for FNR overlaps the acsP1 - 35 element , it is easy to understand how FNR represses acsP1 at the same time as it activates the nrf promoter .	As the DNA binding site for FNR overlaps the acsP1 - 35 element , it is easy to understand how @TF$ represses @Regulated$ at the same time as it activates the nrf promoter .	FNR	acsP1	[[95, 98], [109, 114]]	repressor
Under identical experimental conditions as for argO , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that ArgP binding in these instances is Lys sensitive .	Under identical experimental conditions as for @Regulated$ , the regulatory regions of the other ArgP - regulated genes ( asd , dapB , dapD , gdhA , lysA , lysC , and lysP ) were also bound by ArgP , with apparent K d s ranging from 55 nM to 170 nM ; in all these cases ( unlike the situation with argO ) , the addition of Lys was associated with an increase in the apparent K d , indicating that @TF$ binding in these instances is Lys sensitive .	ArgP	argO	[[390, 394], [47, 51]]	no_relation
Deletion of crp ( Table 5 ) resulted in a level of expression from each fusion that was similar to the expression from ( rhaS - lacZ ) 90 in the crp strain background , supporting our hypothesis that full rhaSR activation requires CRP .	Deletion of crp ( Table 5 ) resulted in a level of expression from each fusion that was similar to the expression from ( rhaS - lacZ ) 90 in the crp strain background , supporting our hypothesis that full @Regulated$ activation requires @TF$ .	CRP	rhaSR	[[231, 234], [205, 210]]	activator
Expression of acrZ is coregulated with acrAB and tolC by the MarA , Rob , and SoxS transcription factors .	Expression of acrZ is coregulated with @Regulated$ and tolC by the @TF$ , Rob , and SoxS transcription factors .	MarA	acrAB	[[61, 65], [39, 44]]	regulator
Results ArgP - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	Results @TF$ - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of @Regulated$ transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	ArgP	argO	[[8, 12], [100, 104]]	no_relation
Results ArgP - mediated regulation of E . coli argO Reconstitution of ArgP - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of argO transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	Results ArgP - mediated regulation of E . coli argO Reconstitution of @TF$ - mediated regulation of argO transcription in vitro Toward reconstitution of argO transcriptional regulation in vitro , the in vivo start site of @Regulated$ transcription was first mapped ( in an argP d strain where such transcription is high and constitutive ) by primer extension analysis to an A residue situated 28 bases upstream of the predicted translation start site of the structural gene ( see Supplementary Fig . S1 ) .	ArgP	argO	[[70, 74], [222, 226]]	no_relation
In vitro activation of the transcription of araBAD operon by AraC activator .	In vitro activation of the transcription of @Regulated$ operon by @TF$ activator .	AraC	araBAD	[[61, 65], [44, 50]]	activator
IciA protein stimulates RNA polymerase binding to dnaA promoter 1P in the presence of inhibitory amounts of DnaA protein .	@TF$ protein stimulates RNA polymerase binding to @Regulated$ promoter 1P in the presence of inhibitory amounts of DnaA protein .	IciA	dnaA	[[0, 4], [50, 54]]	activator
Hence , polB regulation by AraC may be widely conserved .	Hence , @Regulated$ regulation by @TF$ may be widely conserved .	AraC	polB	[[27, 31], [8, 12]]	regulator
In summary , the results clearly demonstrate that both operators are required for repression of gntT by GntR .	In summary , the results clearly demonstrate that both operators are required for repression of @Regulated$ by @TF$ .	GntR	gntT	[[104, 108], [96, 100]]	repressor
Although there is no simple rationale for why the yeaR and ogt promoters are also repressed by Fis , we suggest that rapidly growing cells may opt out of certain stress responses , and we speculate that RNS may be a small risk in these conditions compared with other stresses .	Although there is no simple rationale for why the @Regulated$ and ogt promoters are also repressed by @TF$ , we suggest that rapidly growing cells may opt out of certain stress responses , and we speculate that RNS may be a small risk in these conditions compared with other stresses .	Fis	yeaR	[[95, 98], [50, 54]]	repressor
To study the ArgP - binding site in the lysP promoter / control region in more detail , DNase I footprinting analysis was performed in the absence and presence of lysine ( Fig . 5 ) .	To study the @TF$ - binding site in the @Regulated$ promoter / control region in more detail , DNase I footprinting analysis was performed in the absence and presence of lysine ( Fig . 5 ) .	ArgP	lysP	[[13, 17], [40, 44]]	regulator
In experiments using native nag DNA , both sites are of DNA looping was reinforced by the strict phasing requirement of the AraC binding sites for repression of the araBAD operon ( Dunn et al . , 1984 ; Lee &amp; Schleif , 1989 ) .	In experiments using native nag DNA , both sites are of DNA looping was reinforced by the strict phasing requirement of the @TF$ binding sites for repression of the @Regulated$ operon ( Dunn et al . , 1984 ; Lee &amp; Schleif , 1989 ) .	AraC	araBAD	[[124, 128], [165, 171]]	repressor
Recently , a direct regulatory connection between oxidative stress and iron metabolism was shown by Zheng et al . , who demonstrated the transcriptional activation of fur by SoxS and OxyR ( 49 ) .	Recently , a direct regulatory connection between oxidative stress and iron metabolism was shown by Zheng et al . , who demonstrated the transcriptional activation of @Regulated$ by SoxS and @TF$ ( 49 ) .	OxyR	fur	[[183, 187], [167, 170]]	activator
Furthermore , even the finding of Celis ( 12 ) that argK is a target for transcriptional activation by ArgP may need to be reexamined , given that ( i ) there is a discrepancy between the expected argK runoff transcript size ( approximately 310 bases ) determined from the promoter mapping data published by Celis et al . in an earlier paper ( 13 ) and that reported by him ( 215 bases ) for ArgP activation experiments ( 12 ) and ( ii ) the promoter ( for argK ) mapped by his group ( 13 ) is within the argK coding region per the genome sequence published by Blattner et al . ( 5 ) ( GenBank accession number AE000375 , wherein argK is annotated ygfD ) .	Furthermore , even the finding of Celis ( 12 ) that argK is a target for transcriptional activation by ArgP may need to be reexamined , given that ( i ) there is a discrepancy between the expected argK runoff transcript size ( approximately 310 bases ) determined from the promoter mapping data published by Celis et al . in an earlier paper ( 13 ) and that reported by him ( 215 bases ) for @TF$ activation experiments ( 12 ) and ( ii ) the promoter ( for argK ) mapped by his group ( 13 ) is within the argK coding region per the genome sequence published by Blattner et al . ( 5 ) ( GenBank accession number AE000375 , wherein @Regulated$ is annotated ygfD ) .	ArgP	argK	[[392, 396], [630, 634]]	no_relation
One site , designated the IciA I site , was located upstream IciA protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the dnaA promoter region ( Fig . 3 ) .	One site , designated the IciA I site , was located upstream IciA protein binds two sites in the @Regulated$ promoter region DNase I - protection experiments were performed to identify binding sites of the @TF$ protein in the dnaA promoter region ( Fig . 3 ) .	IciA	dnaA	[[199, 203], [97, 101]]	no_relation
The known SoxS - activated genes are sodA ( encoding Mnsuperoxide dismutase ) , fpr ( NADPH - ferredoxin oxidoreductase ) , micF ( antisense RNA , repressor of OmpF translation ) , ribA ( cyclic GMP hydrolase ) , inaA ( unknown function ) , fldA and fldB ( flavodoxins A and B ) , nfo ( endonuclease IV ) , marRAB ( multiple - antibiotic - resistance operon ) , nfsA ( also called mdaA , a nitroreductase ) , zwf ( glucose - 6 - phosphate dehydrogenase ) , fur ( an iron - binding repressor of iron uptake ) , fumC ( fumarase C ) , acnA ( aconitase ) , tolC ( outer membrane protein ) , acrAB ( drug efflux pump ) , and rimK ( a modifier of ribosomal protein S6 ) .	The known @TF$ - activated genes are sodA ( encoding Mnsuperoxide dismutase ) , fpr ( NADPH - ferredoxin oxidoreductase ) , micF ( antisense RNA , repressor of OmpF translation ) , ribA ( cyclic GMP hydrolase ) , inaA ( unknown function ) , fldA and fldB ( flavodoxins A and B ) , nfo ( endonuclease IV ) , marRAB ( multiple - antibiotic - resistance operon ) , nfsA ( also called mdaA , a nitroreductase ) , zwf ( glucose - 6 - phosphate dehydrogenase ) , fur ( an iron - binding repressor of iron uptake ) , fumC ( fumarase C ) , acnA ( aconitase ) , @Regulated$ ( outer membrane protein ) , acrAB ( drug efflux pump ) , and rimK ( a modifier of ribosomal protein S6 ) .	SoxS	tolC	[[10, 14], [553, 557]]	activator
